id,visitors
air_00a91d42b08b08d9_2017-04-23,22.944023306916662
air_00a91d42b08b08d9_2017-04-24,22.944023306916662
air_00a91d42b08b08d9_2017-04-25,22.944023306916662
air_00a91d42b08b08d9_2017-04-26,22.944023306916662
air_00a91d42b08b08d9_2017-04-27,22.944023306916662
air_00a91d42b08b08d9_2017-04-28,22.944023306916662
air_00a91d42b08b08d9_2017-04-29,22.944023306916662
air_00a91d42b08b08d9_2017-04-30,22.944023306916662
air_00a91d42b08b08d9_2017-05-01,22.944023306916662
air_00a91d42b08b08d9_2017-05-02,22.944023306916662
air_00a91d42b08b08d9_2017-05-03,22.944023306916662
air_00a91d42b08b08d9_2017-05-04,22.944023306916662
air_00a91d42b08b08d9_2017-05-05,22.944023306916662
air_00a91d42b08b08d9_2017-05-06,22.944023306916662
air_00a91d42b08b08d9_2017-05-07,22.944023306916662
air_00a91d42b08b08d9_2017-05-08,22.944023306916662
air_00a91d42b08b08d9_2017-05-09,22.944023306916662
air_00a91d42b08b08d9_2017-05-10,22.944023306916662
air_00a91d42b08b08d9_2017-05-11,22.944023306916662
air_00a91d42b08b08d9_2017-05-12,22.944023306916662
air_00a91d42b08b08d9_2017-05-13,22.944023306916662
air_00a91d42b08b08d9_2017-05-14,22.944023306916662
air_00a91d42b08b08d9_2017-05-15,22.944023306916662
air_00a91d42b08b08d9_2017-05-16,22.944023306916662
air_00a91d42b08b08d9_2017-05-17,22.944023306916662
air_00a91d42b08b08d9_2017-05-18,22.944023306916662
air_00a91d42b08b08d9_2017-05-19,22.944023306916662
air_00a91d42b08b08d9_2017-05-20,22.944023306916662
air_00a91d42b08b08d9_2017-05-21,22.944023306916662
air_00a91d42b08b08d9_2017-05-22,22.944023306916662
air_00a91d42b08b08d9_2017-05-23,22.944023306916662
air_00a91d42b08b08d9_2017-05-24,22.944023306916662
air_00a91d42b08b08d9_2017-05-25,22.944023306916662
air_00a91d42b08b08d9_2017-05-26,22.944023306916662
air_00a91d42b08b08d9_2017-05-27,22.944023306916662
air_00a91d42b08b08d9_2017-05-28,22.944023306916662
air_00a91d42b08b08d9_2017-05-29,22.944023306916662
air_00a91d42b08b08d9_2017-05-30,22.944023306916662
air_00a91d42b08b08d9_2017-05-31,22.944023306916662
air_0164b9927d20bcc3_2017-04-23,7.479490688080972
air_0164b9927d20bcc3_2017-04-24,7.479490688080972
air_0164b9927d20bcc3_2017-04-25,7.479490688080972
air_0164b9927d20bcc3_2017-04-26,7.479490688080972
air_0164b9927d20bcc3_2017-04-27,7.479490688080972
air_0164b9927d20bcc3_2017-04-28,7.479490688080972
air_0164b9927d20bcc3_2017-04-29,7.479490688080972
air_0164b9927d20bcc3_2017-04-30,7.479490688080972
air_0164b9927d20bcc3_2017-05-01,7.479490688080972
air_0164b9927d20bcc3_2017-05-02,7.479490688080972
air_0164b9927d20bcc3_2017-05-03,7.479490688080972
air_0164b9927d20bcc3_2017-05-04,7.479490688080972
air_0164b9927d20bcc3_2017-05-05,7.479490688080972
air_0164b9927d20bcc3_2017-05-06,7.479490688080972
air_0164b9927d20bcc3_2017-05-07,7.479490688080972
air_0164b9927d20bcc3_2017-05-08,7.479490688080972
air_0164b9927d20bcc3_2017-05-09,7.479490688080972
air_0164b9927d20bcc3_2017-05-10,7.479490688080972
air_0164b9927d20bcc3_2017-05-11,7.479490688080972
air_0164b9927d20bcc3_2017-05-12,7.479490688080972
air_0164b9927d20bcc3_2017-05-13,7.479490688080972
air_0164b9927d20bcc3_2017-05-14,7.479490688080972
air_0164b9927d20bcc3_2017-05-15,7.479490688080972
air_0164b9927d20bcc3_2017-05-16,7.479490688080972
air_0164b9927d20bcc3_2017-05-17,7.479490688080972
air_0164b9927d20bcc3_2017-05-18,7.479490688080972
air_0164b9927d20bcc3_2017-05-19,7.479490688080972
air_0164b9927d20bcc3_2017-05-20,7.479490688080972
air_0164b9927d20bcc3_2017-05-21,7.479490688080972
air_0164b9927d20bcc3_2017-05-22,7.479490688080972
air_0164b9927d20bcc3_2017-05-23,7.479490688080972
air_0164b9927d20bcc3_2017-05-24,7.479490688080972
air_0164b9927d20bcc3_2017-05-25,7.479490688080972
air_0164b9927d20bcc3_2017-05-26,7.479490688080972
air_0164b9927d20bcc3_2017-05-27,7.479490688080972
air_0164b9927d20bcc3_2017-05-28,7.479490688080972
air_0164b9927d20bcc3_2017-05-29,7.479490688080972
air_0164b9927d20bcc3_2017-05-30,7.479490688080972
air_0164b9927d20bcc3_2017-05-31,7.479490688080972
air_0241aa3964b7f861_2017-04-23,8.282757214930367
air_0241aa3964b7f861_2017-04-24,8.282757214930367
air_0241aa3964b7f861_2017-04-25,8.282757214930367
air_0241aa3964b7f861_2017-04-26,8.282757214930367
air_0241aa3964b7f861_2017-04-27,8.282757214930367
air_0241aa3964b7f861_2017-04-28,8.282757214930367
air_0241aa3964b7f861_2017-04-29,8.282757214930367
air_0241aa3964b7f861_2017-04-30,8.282757214930367
air_0241aa3964b7f861_2017-05-01,8.282757214930367
air_0241aa3964b7f861_2017-05-02,8.282757214930367
air_0241aa3964b7f861_2017-05-03,8.282757214930367
air_0241aa3964b7f861_2017-05-04,8.282757214930367
air_0241aa3964b7f861_2017-05-05,8.282757214930367
air_0241aa3964b7f861_2017-05-06,8.282757214930367
air_0241aa3964b7f861_2017-05-07,8.282757214930367
air_0241aa3964b7f861_2017-05-08,8.282757214930367
air_0241aa3964b7f861_2017-05-09,8.282757214930367
air_0241aa3964b7f861_2017-05-10,8.282757214930367
air_0241aa3964b7f861_2017-05-11,8.282757214930367
air_0241aa3964b7f861_2017-05-12,8.282757214930367
air_0241aa3964b7f861_2017-05-13,8.282757214930367
air_0241aa3964b7f861_2017-05-14,8.282757214930367
air_0241aa3964b7f861_2017-05-15,8.282757214930367
air_0241aa3964b7f861_2017-05-16,8.282757214930367
air_0241aa3964b7f861_2017-05-17,8.282757214930367
air_0241aa3964b7f861_2017-05-18,8.282757214930367
air_0241aa3964b7f861_2017-05-19,8.282757214930367
air_0241aa3964b7f861_2017-05-20,8.282757214930367
air_0241aa3964b7f861_2017-05-21,8.282757214930367
air_0241aa3964b7f861_2017-05-22,8.282757214930367
air_0241aa3964b7f861_2017-05-23,8.282757214930367
air_0241aa3964b7f861_2017-05-24,8.282757214930367
air_0241aa3964b7f861_2017-05-25,8.282757214930367
air_0241aa3964b7f861_2017-05-26,8.282757214930367
air_0241aa3964b7f861_2017-05-27,8.282757214930367
air_0241aa3964b7f861_2017-05-28,8.282757214930367
air_0241aa3964b7f861_2017-05-29,8.282757214930367
air_0241aa3964b7f861_2017-05-30,8.282757214930367
air_0241aa3964b7f861_2017-05-31,8.282757214930367
air_0328696196e46f18_2017-04-23,6.018477456105169
