id,visitors
air_00a91d42b08b08d9_2017-04-23,14.66774110132768
air_00a91d42b08b08d9_2017-04-24,8.786657167172583
air_00a91d42b08b08d9_2017-04-25,6.8274101057255
air_00a91d42b08b08d9_2017-04-26,13.122296807497804
air_00a91d42b08b08d9_2017-04-27,11.508932644980144
air_00a91d42b08b08d9_2017-04-28,12.067718472633834
air_00a91d42b08b08d9_2017-04-29,12.188751477698709
air_00a91d42b08b08d9_2017-04-30,14.66774110132768
air_00a91d42b08b08d9_2017-05-01,7.563307363602644
air_00a91d42b08b08d9_2017-05-02,5.604060302155644
air_00a91d42b08b08d9_2017-05-03,11.944354772784921
air_00a91d42b08b08d9_2017-05-04,10.460089889086287
air_00a91d42b08b08d9_2017-05-05,11.056329706610576
air_00a91d42b08b08d9_2017-05-06,11.473550386716427
air_00a91d42b08b08d9_2017-05-07,16.30134539612942
air_00a91d42b08b08d9_2017-05-08,7.563307363602644
air_00a91d42b08b08d9_2017-05-09,5.604060302155644
air_00a91d42b08b08d9_2017-05-10,11.944354772784921
air_00a91d42b08b08d9_2017-05-11,10.460089889086287
air_00a91d42b08b08d9_2017-05-12,11.056329706610576
air_00a91d42b08b08d9_2017-05-13,11.473550386716427
air_00a91d42b08b08d9_2017-05-14,16.30134539612942
air_00a91d42b08b08d9_2017-05-15,7.563307363602644
air_00a91d42b08b08d9_2017-05-16,5.604060302155644
air_00a91d42b08b08d9_2017-05-17,11.944354772784921
air_00a91d42b08b08d9_2017-05-18,10.460089889086287
air_00a91d42b08b08d9_2017-05-19,11.056329706610576
air_00a91d42b08b08d9_2017-05-20,11.473550386716427
air_00a91d42b08b08d9_2017-05-21,16.30134539612942
air_00a91d42b08b08d9_2017-05-22,7.563307363602644
air_00a91d42b08b08d9_2017-05-23,5.604060302155644
air_00a91d42b08b08d9_2017-05-24,11.944354772784921
air_00a91d42b08b08d9_2017-05-25,10.460089889086287
air_00a91d42b08b08d9_2017-05-26,11.056329706610576
air_00a91d42b08b08d9_2017-05-27,11.473550386716427
air_00a91d42b08b08d9_2017-05-28,16.30134539612942
air_00a91d42b08b08d9_2017-05-29,7.563307363602644
air_00a91d42b08b08d9_2017-05-30,5.604060302155644
air_00a91d42b08b08d9_2017-05-31,11.944354772784921
air_0164b9927d20bcc3_2017-04-23,39.26124809683074
air_0164b9927d20bcc3_2017-04-24,11.523450726647837
air_0164b9927d20bcc3_2017-04-25,5.689133911900743
air_0164b9927d20bcc3_2017-04-26,5.357587594741241
air_0164b9927d20bcc3_2017-04-27,6.863321782954808
air_0164b9927d20bcc3_2017-04-28,13.12861108023492
air_0164b9927d20bcc3_2017-04-29,13.034309920586656
air_0164b9927d20bcc3_2017-04-30,39.26124809683074
air_0164b9927d20bcc3_2017-05-01,4.82854921696699
air_0164b9927d20bcc3_2017-05-02,5.431114422870594
air_0164b9927d20bcc3_2017-05-03,10.741257154345734
air_0164b9927d20bcc3_2017-05-04,11.81858343374654
air_0164b9927d20bcc3_2017-05-05,7.159912432819023
air_0164b9927d20bcc3_2017-05-06,12.793306557533565
air_0164b9927d20bcc3_2017-05-07,40.31006677917463
air_0164b9927d20bcc3_2017-05-08,10.457343921818078
air_0164b9927d20bcc3_2017-05-09,5.229966490302917
air_0164b9927d20bcc3_2017-05-10,10.741257154345734
air_0164b9927d20bcc3_2017-05-11,11.81858343374654
air_0164b9927d20bcc3_2017-05-12,12.787439382284688
air_0164b9927d20bcc3_2017-05-13,10.294676843515072
air_0164b9927d20bcc3_2017-05-14,40.31006677917463
air_0164b9927d20bcc3_2017-05-15,10.457343921818078
air_0164b9927d20bcc3_2017-05-16,11.058641372336279
air_0164b9927d20bcc3_2017-05-17,10.741257154345734
air_0164b9927d20bcc3_2017-05-18,11.81858343374654
air_0164b9927d20bcc3_2017-05-19,12.787439382284688
air_0164b9927d20bcc3_2017-05-20,12.793306557533565
air_0164b9927d20bcc3_2017-05-21,40.31006677917463
air_0164b9927d20bcc3_2017-05-22,10.457343921818078
air_0164b9927d20bcc3_2017-05-23,11.058641372336279
air_0164b9927d20bcc3_2017-05-24,10.741257154345734
air_0164b9927d20bcc3_2017-05-25,11.81858343374654
air_0164b9927d20bcc3_2017-05-26,12.787439382284688
air_0164b9927d20bcc3_2017-05-27,12.793306557533565
air_0164b9927d20bcc3_2017-05-28,40.31006677917463
air_0164b9927d20bcc3_2017-05-29,10.457343921818078
air_0164b9927d20bcc3_2017-05-30,11.058641372336279
air_0164b9927d20bcc3_2017-05-31,10.741257154345734
air_0241aa3964b7f861_2017-04-23,12.272776593120492
air_0241aa3964b7f861_2017-04-24,9.748295979963078
air_0241aa3964b7f861_2017-04-25,9.3014754369443
air_0241aa3964b7f861_2017-04-26,10.612504338648627
air_0241aa3964b7f861_2017-04-27,12.91821730222496
air_0241aa3964b7f861_2017-04-28,10.084179315175204
air_0241aa3964b7f861_2017-04-29,10.502400238139705
air_0241aa3964b7f861_2017-04-30,12.272776593120492
air_0241aa3964b7f861_2017-05-01,8.341326787062783
air_0241aa3964b7f861_2017-05-02,7.894506244043962
air_0241aa3964b7f861_2017-05-03,9.580436939990992
air_0241aa3964b7f861_2017-05-04,13.651061932101545
air_0241aa3964b7f861_2017-05-05,8.56888171350298
air_0241aa3964b7f861_2017-05-06,9.769445827288795
air_0241aa3964b7f861_2017-05-07,11.56681896724367
air_0241aa3964b7f861_2017-05-08,8.341326787062783
air_0241aa3964b7f861_2017-05-09,7.894506244043962
air_0241aa3964b7f861_2017-05-10,9.580436939990992
air_0241aa3964b7f861_2017-05-11,13.651061932101545
air_0241aa3964b7f861_2017-05-12,8.56888171350298
air_0241aa3964b7f861_2017-05-13,9.769445827288795
air_0241aa3964b7f861_2017-05-14,11.56681896724367
